graph,nodes,max_degree,steps,perturbation,eta,delta,beta,beta_multiplier,certified,max_state_error,max_ic_error,ic_bound,max_local_state_jacobian_norm,conditional_jacobian_bound
random_0.1_2,32,6,64,adversarial,0.3,0.001,17.89314709494444,0.5,False,1.0,1.044884534172148,0.21209610604805304,31.068214404989494,0.12512677763494645
random_0.1_2,32,6,64,adversarial,0.3,0.001,35.78629418988888,1.0,True,0.0009808490323760144,0.0019119700028955577,0.21209610604805304,0.245465663055503,0.2502535552698929
random_0.1_2,32,6,64,adversarial,0.3,0.001,53.67944128483332,1.5,True,2.1929274454979474e-05,4.827691915609833e-05,0.21209610604805304,0.0082398777051732,0.37538033290483935
random_0.1_2,32,6,64,equivariant_residual,0.3,0.001,17.89314709494444,0.5,False,0.00013247464984915023,0.0002948736200214519,0.21209610604805304,0.01765705408686985,0.13317064191147873
random_0.1_2,32,6,64,equivariant_residual,0.3,0.001,35.78629418988888,1.0,True,1.6947549369445486e-08,3.8046244821288155e-08,0.21209610604805304,4.518350330543216e-06,0.26634128382295746
random_0.1_2,32,6,64,equivariant_residual,0.3,0.001,53.67944128483332,1.5,True,2.2062637509207397e-12,4.884093129930989e-12,0.21209610604805304,8.823109907972779e-10,0.3995119257344362
random_0.3_0,32,14,64,adversarial,0.0,0.001,7.120365751184075,0.5,False,0.26874518955828525,0.03206979875364113,0.19839834668044434,18.190937854919643,0.10669868078149337
random_0.3_0,32,14,64,adversarial,0.0,0.001,14.24073150236815,1.0,True,0.0009380068871849517,0.0004138486321696444,0.19839834668044434,0.1734898674809173,0.21339736156298675
random_0.3_0,32,14,64,adversarial,0.0,0.001,21.361097253552227,1.5,True,2.3134435436158348e-05,1.1150535570880749e-05,0.19839834668044434,0.007365318253847407,0.3200960423444801
random_0.3_0,32,14,64,equivariant_residual,0.0,0.001,7.120365751184075,0.5,False,0.26874518955828525,0.03206979875364113,0.19839834668044434,18.190937854919643,0.10669868078149337
random_0.3_0,32,14,64,equivariant_residual,0.0,0.001,14.24073150236815,1.0,True,0.0009380068871849517,0.0004138486321696444,0.19839834668044434,0.1734898674809173,0.21339736156298675
random_0.3_0,32,14,64,equivariant_residual,0.0,0.001,21.361097253552227,1.5,True,2.3134435436158348e-05,1.1150535570880749e-05,0.19839834668044434,0.007365318253847407,0.3200960423444801
random_0.3_0,32,14,64,adversarial,0.1,0.001,8.969811400842277,0.5,False,0.3893963370415211,0.038477333058102525,0.19839834668044434,27.72540706189119,0.13441262384162153
random_0.3_0,32,14,64,adversarial,0.1,0.001,17.939622801684553,1.0,True,0.0009132254438312647,0.0003957494267994299,0.19839834668044434,0.21278346304604942,0.26882524768324306
random_0.3_0,32,14,64,adversarial,0.1,0.001,26.909434202526832,1.5,True,2.130868802318961e-05,1.0264172898732937e-05,0.19839834668044434,0.008537484713557322,0.40323787152486457
random_0.3_0,32,14,64,equivariant_residual,0.1,0.001,8.969811400842277,0.5,False,0.0403307645576624,0.008790509724701412,0.19839834668044434,4.565261994684252,0.13575675008003776
random_0.3_0,32,14,64,equivariant_residual,0.1,0.001,17.939622801684553,1.0,True,0.00013104878871965625,6.555819922038353e-05,0.19839834668044434,0.03456017034119529,0.2715135001600755
random_0.3_0,32,14,64,equivariant_residual,0.1,0.001,26.909434202526832,1.5,True,1.43519340907886e-06,7.364572029988636e-07,0.19839834668044434,0.0005847989182862516,0.4072702502401132
random_0.3_0,32,14,64,adversarial,0.3,0.001,18.66690480715825,0.5,False,0.8736683650618585,0.08249541729763576,0.19839834668044434,42.37838875733084,0.2797235685352664
random_0.3_0,32,14,64,adversarial,0.3,0.001,37.3338096143165,1.0,True,0.000753961774080395,0.00030693222072764037,0.19839834668044434,0.36565155398101573,0.5594471370705328
random_0.3_0,32,14,64,adversarial,0.3,0.001,56.000714421474754,1.5,True,1.3808816266965353e-05,6.641187258571435e-06,0.19839834668044434,0.011484516072874772,0.8391707056057993
random_0.3_0,32,14,64,equivariant_residual,0.3,0.001,18.66690480715825,0.5,False,9.039278968554601e-05,4.5993715451553285e-05,0.19839834668044434,0.02549512387154133,0.2881152755913244
random_0.3_0,32,14,64,equivariant_residual,0.3,0.001,37.3338096143165,1.0,True,7.817501071649087e-09,4.034819367504383e-09,0.19839834668044434,4.509174407650534e-06,0.5762305511826488
random_0.3_0,32,14,64,equivariant_residual,0.3,0.001,56.000714421474754,1.5,True,6.912248551316225e-13,3.5216274341109965e-13,0.19839834668044434,5.980553742693184e-10,0.8643458267739732
random_0.3_1,32,15,64,adversarial,0.0,0.001,7.135077250669993,0.5,False,0.2647654999714002,0.03226611442119065,0.19839834668044434,18.056322524556922,0.11404707477470917
random_0.3_1,32,15,64,adversarial,0.0,0.001,14.270154501339986,1.0,True,0.0009225886139367082,0.0004554985244913379,0.19839834668044434,0.18160687345037646,0.22809414954941834
random_0.3_1,32,15,64,adversarial,0.0,0.001,21.40523175200998,1.5,True,2.2626664593442423e-05,1.235313453107345e-05,0.19839834668044434,0.007700756110325849,0.3421412243241275
random_0.3_1,32,15,64,equivariant_residual,0.0,0.001,7.135077250669993,0.5,False,0.2647654999714002,0.03226611442119065,0.19839834668044434,18.056322524556922,0.11404707477470917
random_0.3_1,32,15,64,equivariant_residual,0.0,0.001,14.270154501339986,1.0,True,0.0009225886139367082,0.0004554985244913379,0.19839834668044434,0.18160687345037646,0.22809414954941834
random_0.3_1,32,15,64,equivariant_residual,0.0,0.001,21.40523175200998,1.5,True,2.2626664593442423e-05,1.235313453107345e-05,0.19839834668044434,0.007700756110325849,0.3421412243241275
random_0.3_1,32,15,64,adversarial,0.1,0.001,8.993170284698637,0.5,False,0.38236977888407975,0.0382976609147474,0.19839834668044434,27.610118286036272,0.14374683383062303
random_0.3_1,32,15,64,adversarial,0.1,0.001,17.986340569397274,1.0,True,0.0008937922750942946,0.00043265129435843264,0.19839834668044434,0.21570669620167293,0.28749366766124607
random_0.3_1,32,15,64,adversarial,0.1,0.001,26.979510854095913,1.5,True,2.0715848248093555e-05,1.1302231079701741e-05,0.19839834668044434,0.008877999462976797,0.4312405014918691
random_0.3_1,32,15,64,equivariant_residual,0.1,0.001,8.993170284698637,0.5,False,0.039434806658644406,0.009044763786571597,0.19839834668044434,4.479646837570537,0.14509446039778512
random_0.3_1,32,15,64,equivariant_residual,0.1,0.001,17.986340569397274,1.0,True,0.00012794463574927222,7.193957817586139e-05,0.19839834668044434,0.036084707508571054,0.29018892079557024
random_0.3_1,32,15,64,equivariant_residual,0.1,0.001,26.979510854095913,1.5,True,1.3857550348131841e-06,8.004594014288102e-07,0.19839834668044434,0.0006035024686843194,0.43528338119335536
random_0.3_1,32,15,64,adversarial,0.3,0.001,18.768355376762372,0.5,False,0.8620560586239461,0.07959420511591109,0.19839834668044434,43.621175474201635,0.29999339234216976
random_0.3_1,32,15,64,adversarial,0.3,0.001,37.536710753524744,1.0,True,0.0007171050028843288,0.00032499216929937624,0.19839834668044434,0.34967998273790857,0.5999867846843395
random_0.3_1,32,15,64,adversarial,0.3,0.001,56.305066130287116,1.5,True,1.2986376437318202e-05,7.074073848034601e-06,0.19839834668044434,0.0115893846333038,0.8999801770265092
random_0.3_1,32,15,64,equivariant_residual,0.3,0.001,18.768355376762372,0.5,False,8.583790385973219e-05,4.90702630544515e-05,0.19839834668044434,0.025943139870236536,0.3084307065017933
random_0.3_1,32,15,64,equivariant_residual,0.3,0.001,37.536710753524744,1.0,True,7.063311688073379e-09,4.1012637730375445e-09,0.19839834668044434,4.361430297290428e-06,0.6168614130035865
random_0.3_1,32,15,64,equivariant_residual,0.3,0.001,56.305066130287116,1.5,True,5.936362512670712e-13,3.448352714485736e-13,0.19839834668044434,5.498367819317422e-10,0.9252921195053798
random_0.3_2,32,15,64,adversarial,0.0,0.001,7.135077250669993,0.5,False,0.2647654999714002,0.033743724101522155,0.19839834668044434,18.056322524556922,0.11404707477470917
random_0.3_2,32,15,64,adversarial,0.0,0.001,14.270154501339986,1.0,True,0.0009225886139367082,0.0005342136429913324,0.19839834668044434,0.18160687345037646,0.22809414954941834
random_0.3_2,32,15,64,adversarial,0.0,0.001,21.40523175200998,1.5,True,2.2626664593442423e-05,1.4531245589477493e-05,0.19839834668044434,0.007700756110325849,0.3421412243241275
random_0.3_2,32,15,64,equivariant_residual,0.0,0.001,7.135077250669993,0.5,False,0.2647654999714002,0.033743724101522155,0.19839834668044434,18.056322524556922,0.11404707477470917
random_0.3_2,32,15,64,equivariant_residual,0.0,0.001,14.270154501339986,1.0,True,0.0009225886139367082,0.0005342136429913324,0.19839834668044434,0.18160687345037646,0.22809414954941834
random_0.3_2,32,15,64,equivariant_residual,0.0,0.001,21.40523175200998,1.5,True,2.2626664593442423e-05,1.4531245589477493e-05,0.19839834668044434,0.007700756110325849,0.3421412243241275
random_0.3_2,32,15,64,adversarial,0.1,0.001,8.993170284698637,0.5,False,0.38236977888407975,0.03824268483736537,0.19839834668044434,27.610118286036272,0.14374683383062303
random_0.3_2,32,15,64,adversarial,0.1,0.001,17.986340569397274,1.0,True,0.0008937922750942946,0.0005071063864336978,0.19839834668044434,0.21570669620167293,0.28749366766124607
random_0.3_2,32,15,64,adversarial,0.1,0.001,26.979510854095913,1.5,True,2.0715848248093555e-05,1.3294786625817068e-05,0.19839834668044434,0.008877999462976797,0.4312405014918691
random_0.3_2,32,15,64,equivariant_residual,0.1,0.001,8.993170284698637,0.5,False,0.039434806658644406,0.010191375576567019,0.19839834668044434,4.479646837570537,0.14509446039778512
random_0.3_2,32,15,64,equivariant_residual,0.1,0.001,17.986340569397274,1.0,True,0.00012794463574927222,8.402288062825392e-05,0.19839834668044434,0.036084707508571054,0.29018892079557024
random_0.3_2,32,15,64,equivariant_residual,0.1,0.001,26.979510854095913,1.5,True,1.3857550348131841e-06,9.345101115165733e-07,0.19839834668044434,0.0006035024686843194,0.43528338119335536
random_0.3_2,32,15,64,adversarial,0.3,0.001,18.768355376762372,0.5,False,0.8620560586239461,0.06708766346103023,0.19839834668044434,43.621175474201635,0.29999339234216976
random_0.3_2,32,15,64,adversarial,0.3,0.001,37.536710753524744,1.0,True,0.0007171050028843288,0.00038010850843317456,0.19839834668044434,0.34967998273790857,0.5999867846843395
random_0.3_2,32,15,64,adversarial,0.3,0.001,56.305066130287116,1.5,True,1.2986376437318202e-05,8.320841105469157e-06,0.19839834668044434,0.0115893846333038,0.8999801770265092
random_0.3_2,32,15,64,equivariant_residual,0.3,0.001,18.768355376762372,0.5,False,8.583790385973219e-05,5.7237947936439326e-05,0.19839834668044434,0.025943139870236536,0.3084307065017933
random_0.3_2,32,15,64,equivariant_residual,0.3,0.001,37.536710753524744,1.0,True,7.063311688073379e-09,4.7848076611956e-09,0.19839834668044434,4.361430297290428e-06,0.6168614130035865
random_0.3_2,32,15,64,equivariant_residual,0.3,0.001,56.305066130287116,1.5,True,5.936362512670712e-13,4.0323300254385686e-13,0.19839834668044434,5.498367819317422e-10,0.9252921195053798
random_0.7_0,32,27,64,adversarial,0.0,0.001,7.316477519754823,0.5,False,0.025130073920406004,0.019455541099667295,0.19839834668044434,5.018807206664305,0.2046565091825819
random_0.7_0,32,27,64,adversarial,0.0,0.001,14.632955039509646,1.0,True,0.0006640575119536484,0.0005141090415132776,0.19839834668044434,0.2718987876379079,0.4093130183651638
random_0.7_0,32,27,64,adversarial,0.0,0.001,21.94943255926447,1.5,True,1.7129072209117993e-05,1.3261217191029573e-05,0.19839834668044434,0.010527075305068783,0.6139695275477458
random_0.7_0,32,27,64,equivariant_residual,0.0,0.001,7.316477519754823,0.5,False,0.025130073920406004,0.019455541099667295,0.19839834668044434,5.018807206664305,0.2046565091825819
random_0.7_0,32,27,64,equivariant_residual,0.0,0.001,14.632955039509646,1.0,True,0.0006640575119536484,0.0005141090415132776,0.19839834668044434,0.2718987876379079,0.4093130183651638
random_0.7_0,32,27,64,equivariant_residual,0.0,0.001,21.94943255926447,1.5,True,1.7129072209117993e-05,1.3261217191029573e-05,0.19839834668044434,0.010527075305068783,0.6139695275477458
random_0.7_0,32,27,64,adversarial,0.1,0.001,9.28327255194698,0.5,False,0.023815638454629973,0.018437913642291193,0.19839834668044434,6.043008530130952,0.259671699823061
random_0.7_0,32,27,64,adversarial,0.1,0.001,18.56654510389396,1.0,True,0.00059484299479029,0.00046052360887416377,0.19839834668044434,0.3090530727150699,0.519343399646122
random_0.7_0,32,27,64,adversarial,0.1,0.001,27.849817655840944,1.5,True,1.452060935208494e-05,1.1241762077451867e-05,0.19839834668044434,0.01132293261753469,0.7790150994691828
random_0.7_0,32,27,64,equivariant_residual,0.1,0.001,9.28327255194698,0.5,False,0.009549829316020553,0.0072190387932316025,0.19839834668044434,2.4717682031384447,0.2610627982149702
random_0.7_0,32,27,64,equivariant_residual,0.1,0.001,18.56654510389396,1.0,True,9.295774582607219e-05,6.952725432762819e-05,0.19839834668044434,0.048579686406941304,0.5221255964299404
random_0.7_0,32,27,64,equivariant_residual,0.1,0.001,27.849817655840944,1.5,True,8.963725443394607e-07,6.673751979935361e-07,0.19839834668044434,0.0007027306754012584,0.7831883946449105
random_0.7_0,32,27,64,adversarial,0.3,0.001,20.077775519327187,0.5,False,0.01771351483741901,0.013713688906386023,0.19839834668044434,9.781749568909733,0.5616155368266201
random_0.7_0,32,27,64,adversarial,0.3,0.001,40.15555103865437,1.0,True,0.0003250812711390605,0.00025167582281282463,0.19839834668044434,0.36538807265309176,1.1232310736532403
random_0.7_0,32,27,64,adversarial,0.3,0.001,60.233326557981556,1.5,True,5.864043497688531e-06,4.5399046424421385e-06,0.19839834668044434,0.009889845719675917,1.6848466104798603
random_0.7_0,32,27,64,equivariant_residual,0.3,0.001,20.077775519327187,0.5,False,4.366640887712817e-05,3.2403698065897046e-05,0.19839834668044434,0.024941718741741847,0.5706415008113337
random_0.7_0,32,27,64,equivariant_residual,0.3,0.001,40.15555103865437,1.0,True,1.9069218426537304e-09,1.4148142657433027e-09,0.19839834668044434,2.178515996289861e-06,1.1412830016226674
random_0.7_0,32,27,64,equivariant_residual,0.3,0.001,60.233326557981556,1.5,True,8.327206309577276e-14,5.861977570020827e-14,0.19839834668044434,1.4269818336523684e-10,1.7119245024340008
random_0.7_1,32,26,64,adversarial,0.0,0.001,7.301009279755342,0.5,False,0.025320246169341587,0.01796920695888682,0.19839834668044434,4.864929299858939,0.19693012330284085
random_0.7_1,32,26,64,adversarial,0.0,0.001,14.602018559510684,1.0,True,0.0006744021862893438,0.0004786080031744522,0.19839834668044434,0.2657067833353741,0.3938602466056817
random_0.7_1,32,26,64,adversarial,0.0,0.001,21.903027839266027,1.5,True,1.75311466414918e-05,1.2441458906220504e-05,0.19839834668044434,0.010367418453537358,0.5907903699085225
random_0.7_1,32,26,64,equivariant_residual,0.0,0.001,7.301009279755342,0.5,False,0.025320246169341587,0.01796920695888682,0.19839834668044434,4.864929299858939,0.19693012330284085
random_0.7_1,32,26,64,equivariant_residual,0.0,0.001,14.602018559510684,1.0,True,0.0006744021862893438,0.0004786080031744522,0.19839834668044434,0.2657067833353741,0.3938602466056817
random_0.7_1,32,26,64,equivariant_residual,0.0,0.001,21.903027839266027,1.5,True,1.75311466414918e-05,1.2441458906220504e-05,0.19839834668044434,0.010367418453537358,0.5907903699085225
random_0.7_1,32,26,64,adversarial,0.1,0.001,9.258384421780903,0.5,False,0.024048183138287493,0.017066452549751032,0.19839834668044434,5.866912633864366,0.2497264030086963
random_0.7_1,32,26,64,adversarial,0.1,0.001,18.516768843561806,1.0,True,0.000606798052682489,0.0004306308760972932,0.19839834668044434,0.30318627591464953,0.4994528060173926
random_0.7_1,32,26,64,adversarial,0.1,0.001,27.77515326534271,1.5,True,1.496081262468058e-05,1.0617350895802957e-05,0.19839834668044434,0.01121938146428851,0.7491792090260889
random_0.7_1,32,26,64,equivariant_residual,0.1,0.001,9.258384421780903,0.5,False,0.009668254367106523,0.00668511507235281,0.19839834668044434,2.4067656920278737,0.2511137719143002
random_0.7_1,32,26,64,equivariant_residual,0.1,0.001,18.516768843561806,1.0,True,9.530009729035034e-05,6.51333974224233e-05,0.19839834668044434,0.04790567818187456,0.5022275438286004
random_0.7_1,32,26,64,equivariant_residual,0.1,0.001,27.77515326534271,1.5,True,9.304685475441943e-07,6.32746788520322e-07,0.19839834668044434,0.0007016614090517755,0.7533413157429005
random_0.7_1,32,26,64,adversarial,0.3,0.001,19.961719013435122,0.5,False,0.018121939357702677,0.01286073115708053,0.19839834668044434,9.590117563007889,0.5384274469493856
random_0.7_1,32,26,64,adversarial,0.3,0.001,39.923438026870244,1.0,True,0.00034052289807086014,0.00024166141153525444,0.19839834668044434,0.366935817471463,1.0768548938987712
random_0.7_1,32,26,64,adversarial,0.3,0.001,59.885157040305366,1.5,True,6.286929922675696e-06,4.461692198143297e-06,0.19839834668044434,0.010165268305731109,1.6152823408481565
random_0.7_1,32,26,64,equivariant_residual,0.3,0.001,19.961719013435122,0.5,False,4.627513496502367e-05,3.1354277721495905e-05,0.19839834668044434,0.02535524920676512,0.5474012377318753
random_0.7_1,32,26,64,equivariant_residual,0.3,0.001,39.923438026870244,1.0,True,2.141586352699676e-09,1.4507539614072584e-09,0.19839834668044434,2.346960996330127e-06,1.0948024754637506
random_0.7_1,32,26,64,equivariant_residual,0.3,0.001,59.885157040305366,1.5,True,9.914291609902648e-14,6.59472476627343e-14,0.19839834668044434,1.6297584079564315e-10,1.6422037131956257
random_0.7_2,32,26,64,adversarial,0.0,0.001,7.301009279755342,0.5,False,0.025320246169341587,0.01796920695888682,0.19839834668044434,4.864929299858939,0.19693012330284085
random_0.7_2,32,26,64,adversarial,0.0,0.001,14.602018559510684,1.0,True,0.0006744021862893438,0.0004786080031744522,0.19839834668044434,0.2657067833353741,0.3938602466056817
random_0.7_2,32,26,64,adversarial,0.0,0.001,21.903027839266027,1.5,True,1.75311466414918e-05,1.2441458906220504e-05,0.19839834668044434,0.010367418453537358,0.5907903699085225
random_0.7_2,32,26,64,equivariant_residual,0.0,0.001,7.301009279755342,0.5,False,0.025320246169341587,0.01796920695888682,0.19839834668044434,4.864929299858939,0.19693012330284085
random_0.7_2,32,26,64,equivariant_residual,0.0,0.001,14.602018559510684,1.0,True,0.0006744021862893438,0.0004786080031744522,0.19839834668044434,0.2657067833353741,0.3938602466056817
random_0.7_2,32,26,64,equivariant_residual,0.0,0.001,21.903027839266027,1.5,True,1.75311466414918e-05,1.2441458906220504e-05,0.19839834668044434,0.010367418453537358,0.5907903699085225
random_0.7_2,32,26,64,adversarial,0.1,0.001,9.258384421780903,0.5,False,0.024048183138287493,0.017066452549751032,0.19839834668044434,5.866912633864366,0.2497264030086963
random_0.7_2,32,26,64,adversarial,0.1,0.001,18.516768843561806,1.0,True,0.000606798052682489,0.0004306308760972932,0.19839834668044434,0.30318627591464953,0.4994528060173926
random_0.7_2,32,26,64,adversarial,0.1,0.001,27.77515326534271,1.5,True,1.496081262468058e-05,1.0617350895802957e-05,0.19839834668044434,0.01121938146428851,0.7491792090260889
random_0.7_2,32,26,64,equivariant_residual,0.1,0.001,9.258384421780903,0.5,False,0.009668254367106523,0.00668511507235281,0.19839834668044434,2.4067656920278737,0.2511137719143002
random_0.7_2,32,26,64,equivariant_residual,0.1,0.001,18.516768843561806,1.0,True,9.530009729035034e-05,6.51333974224233e-05,0.19839834668044434,0.04790567818187456,0.5022275438286004
random_0.7_2,32,26,64,equivariant_residual,0.1,0.001,27.77515326534271,1.5,True,9.304685475441943e-07,6.32746788520322e-07,0.19839834668044434,0.0007016614090517755,0.7533413157429005
random_0.7_2,32,26,64,adversarial,0.3,0.001,19.961719013435122,0.5,False,0.018121939357702677,0.01286073115708053,0.19839834668044434,9.590117563007889,0.5384274469493856
random_0.7_2,32,26,64,adversarial,0.3,0.001,39.923438026870244,1.0,True,0.00034052289807086014,0.00024166141153525444,0.19839834668044434,0.366935817471463,1.0768548938987712
random_0.7_2,32,26,64,adversarial,0.3,0.001,59.885157040305366,1.5,True,6.286929922675696e-06,4.461692205470769e-06,0.19839834668044434,0.010165268305731109,1.6152823408481565
random_0.7_2,32,26,64,equivariant_residual,0.3,0.001,19.961719013435122,0.5,False,4.627513496502367e-05,3.1354277721495905e-05,0.19839834668044434,0.02535524920676512,0.5474012377318753
random_0.7_2,32,26,64,equivariant_residual,0.3,0.001,39.923438026870244,1.0,True,2.141586352699676e-09,1.4507539614072584e-09,0.19839834668044434,2.346960996330127e-06,1.0948024754637506
random_0.7_2,32,26,64,equivariant_residual,0.3,0.001,59.885157040305366,1.5,True,9.914291609902648e-14,6.59472476627343e-14,0.19839834668044434,1.6297584079564315e-10,1.6422037131956257
