family,size_parameter,offset,beta,mae,limit_mae
barbell,100,-0.19999999999999996,9.010340371976184,0.49017212306832064,0.5
barbell,100,-0.1499999999999999,9.060340371976183,0.489621637308094,0.5
barbell,100,-0.09999999999999987,9.110340371976184,0.4889540497672708,0.5
barbell,100,-0.04999999999999982,9.160340371976183,0.48814747075182197,0.5
barbell,100,0.0,9.210340371976184,0.48717665148632355,0.5
barbell,100,0.050000000000000266,9.260340371976184,0.48601265418643985,0.5
barbell,100,0.10000000000000009,9.310340371976183,0.4846225436195746,0.5
barbell,100,0.1499999999999999,9.360340371976184,0.48296912189701496,0.5
barbell,100,0.20000000000000018,9.410340371976183,0.48101073444059067,0.5
barbell,100,0.25,9.460340371976184,0.47870118188738153,0.5
barbell,100,0.30000000000000027,9.510340371976184,0.4759897797368471,0.5
barbell,100,0.3500000000000001,9.560340371976183,0.47282161413186685,0.5
barbell,100,0.40000000000000036,9.610340371976184,0.4691380472829858,0.5
barbell,100,0.4500000000000002,9.660340371976183,0.4648775282910716,0.5
barbell,100,0.5,9.710340371976184,0.45997676271468746,0.5
barbell,100,0.5500000000000003,9.760340371976184,0.4543722851008106,0.5
barbell,100,0.6000000000000001,9.810340371976183,0.4480024607427628,0.5
barbell,100,0.6500000000000004,9.860340371976184,0.44080991440716105,0.5
barbell,100,0.7000000000000002,9.910340371976183,0.43274434390687055,0.5
barbell,100,0.75,9.960340371976184,0.42376562611115015,0.5
barbell,100,0.8000000000000003,10.010340371976184,0.41384706562885,0.5
barbell,100,0.8500000000000001,10.060340371976183,0.40297857825292543,0.5
barbell,100,0.9000000000000004,10.110340371976184,0.3911695514671715,0.5
barbell,100,0.9500000000000002,10.160340371976183,0.37845109401451277,0.5
barbell,100,1.0,10.210340371976184,0.3648773868994512,0.5
barbell,100,1.0500000000000003,10.260340371976184,0.3505258877367383,0.5
barbell,100,1.1,10.310340371976183,0.33549622181826344,0.5
barbell,100,1.1500000000000004,10.360340371976184,0.31990771129596324,0.5
barbell,100,1.2000000000000002,10.410340371976183,0.30389563435192685,0.5
barbell,100,1.25,10.460340371976184,0.28760644804720564,0.5
barbell,100,1.3000000000000003,10.510340371976184,0.2711923277971181,0.5
barbell,100,1.35,10.560340371976183,0.2548054519635478,0.5
barbell,100,1.4000000000000004,10.610340371976184,0.23859247878325782,0.0
barbell,100,1.4500000000000002,10.660340371976183,0.22268962296248276,0.0
barbell,100,1.5,10.710340371976184,0.20721865038865087,0.0
barbell,100,1.5500000000000003,10.760340371976184,0.19228398965836635,0.0
barbell,100,1.6,10.810340371976183,0.17797103022393035,0.0
barbell,100,1.6500000000000004,10.860340371976184,0.164345559097782,0.0
barbell,100,1.7000000000000002,10.910340371976183,0.15145419594162499,0.0
barbell,100,1.75,10.960340371976184,0.1393256274255148,0.0
barbell,100,1.8000000000000003,11.010340371976184,0.1279724163551168,0.0
barbell,100,1.85,11.060340371976183,0.1173931643171221,0.0
barbell,100,1.9000000000000004,11.110340371976184,0.1075748306316523,0.0
barbell,100,1.9500000000000002,11.160340371976183,0.09849504666939607,0.0
barbell,100,2.0,11.210340371976184,0.09012430546395937,0.0
barbell,100,2.05,11.260340371976184,0.08242794622722811,0.0
barbell,100,2.1000000000000005,11.310340371976185,0.07536788812935236,0.0
barbell,100,2.1500000000000004,11.360340371976184,0.0689040956762676,0.0
barbell,100,2.2,11.410340371976183,0.06299577878440643,0.0
barbell,100,2.25,11.460340371976184,0.057602344742916374,0.0
barbell,100,2.3,11.510340371976184,0.05268412771391829,0.0
barbell,100,2.3500000000000005,11.560340371976185,0.0482029254843355,0.0
barbell,100,2.4000000000000004,11.610340371976184,0.044122374051143796,0.0
barbell,100,2.45,11.660340371976183,0.04040818934515155,0.0
barbell,100,2.5,11.710340371976184,0.037028302822200466,0.0
barbell,100,2.55,11.760340371976184,0.03395291441195052,0.0
barbell,100,2.6000000000000005,11.810340371976185,0.031154482863374806,0.0
barbell,100,2.6500000000000004,11.860340371976184,0.0286076701590083,0.0
barbell,100,2.7,11.910340371976183,0.026289253564950668,0.0
barbell,100,2.75,11.960340371976184,0.02417801613249265,0.0
