family,size_parameter,represented_nodes,schedule,beta,mae,max_state_error_all_steps,max_state_error_final
path_copies,100000000000000000000000000000000000000000000000000000000000000000000000000000000,300000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_1.9,352.0802974835643,0.333270241889009,3.5215576951651785e-77,3.5215576951651785e-77
path_copies,100000000000000000000000000000000000000000000000000000000000000000000000000000000,300000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_2.0,370.61083945638353,0.11111111111111101,3.3333333333333307e-81,3.3333333333333307e-81
path_copies,100000000000000000000000000000000000000000000000000000000000000000000000000000000,300000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_2.1,389.14138142920274,1.5775100447257273e-05,3.155169408800479e-85,3.155169408800479e-85
path_copies,100000000000000000000000000000000000000000000000000000000000000000000000000000000,300000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_2.5,463.2635493204794,0.0,2.5327856188386573e-101,2.5327856188386573e-101
path_copies,100000000000000000000000000000000000000000000000000000000000000000000000000000000,300000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_3.0,555.9162591845753,0.0,1.924500897298723e-121,1.924500897298723e-121
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,fixed_4,4.0,0.250961220422195,0.3613372197192428,0.3613372197192428
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,fixed_8,8.0,0.28437333416972715,0.027429300694919154,0.027429300694919154
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,fixed_12,12.0,0.3233363356234302,0.0027021935296771067,0.0027021935296771067
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,fixed_20,20.0,0.333030557680504,4.552168962189536e-05,4.552168962189536e-05
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,fixed_100,100.0,0.3333333333333333,1.9287498479639178e-22,1.9287498479639178e-22
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_1.5,416.11323517193034,0.3333333333333333,4.3869133765084095e-91,4.3869133765084095e-91
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_1.9,527.0767645511118,0.3333327023006462,3.5215576951652557e-115,3.5215576951652557e-115
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_2.0,554.8176468959072,0.1111111111111119,3.3333333333333727e-121,3.3333333333333727e-121
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_2.1,582.5585292407026,1.5775839582824838e-07,3.155169408800489e-127,3.155169408800489e-127
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_2.5,693.522058619884,0.0,2.5327856188386433e-151,2.5327856188386433e-151
path_copies,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,coefficient_3.0,832.2264703438607,0.0,1.9245008972988413e-181,1.9245008972988413e-181
