n,degree,density,seed,distribution,K,schedule,tau,normalized,probe_gap,state_max,entropy_bound,distance_max,distance_mae,mean_max,mean_mae,closeness_mae,invalid_closeness_nodes
12,5,0.2,0,unit,11,fixed.01,0.01,True,1.0,0.11748708796631036,0.12124585979183243,0.11822672310019411,0.0969162522196798,0.1081040743069539,0.0969162522196797,0.017236759387818146,0
12,5,0.2,0,unit,11,size_scaled,0.004707082837572817,False,1.0,0.055302145540261805,0.057071430575289454,0.006525402395051394,0.0006305361625397827,0.001706952576812082,0.0006305361625396818,0.00011347119518019995,0
12,5,0.2,0,unit,11,size_scaled,0.004707082837572817,True,1.0,0.055302145540261805,0.057071430575289454,0.055650297924739744,0.04561928275051319,0.05088548328419562,0.045619282750513135,0.00830480576537714,0
12,5,0.2,0,uniform,11,fixed.1,0.1,False,1.7756045192381347,0.2536097115299789,1.2124585979183244,0.03582454802873025,0.0012393406632783628,0.00550943074029453,0.0012393406632779842,0.00020384664649175885,0
12,5,0.2,0,uniform,11,fixed.1,0.1,True,1.7756045192381347,0.2536097115299789,1.2124585979183244,1.1820342124555996,0.9813186577615258,1.0864322370777244,0.9813186577615259,0.10813717979062178,0
12,5,0.2,0,uniform,11,fixed.01,0.01,False,1.7756045192381347,0.023025850929939473,0.12124585979183243,2.05541052178404e-06,3.114259296908208e-08,1.8685554703523621e-07,3.114259265283673e-08,5.2030164158593335e-09,0
12,5,0.2,0,uniform,11,fixed.01,0.01,True,1.7756045192381347,0.023025850929939473,0.12124585979183243,0.11822672310019411,0.09825576869988757,0.10873420810745449,0.09825576869988772,0.01468025905614158,0
12,5,0.2,0,uniform,11,size_scaled,0.004707082837572817,False,1.7756045192381347,0.010838458773281268,0.057071430575289454,6.914380179523505e-11,1.0477527936168165e-12,6.286082765427636e-12,1.047680460904606e-12,1.7504053761996374e-13,0
12,5,0.2,0,uniform,11,size_scaled,0.004707082837572817,True,1.7756045192381347,0.010838458773281268,0.057071430575289454,0.055650297924739744,0.04624981891200538,0.05118209248397143,0.046249818912005525,0.007059267728546236,0
12,5,0.2,0,loguniform,11,fixed.1,0.1,False,0.6701150718411766,0.6513017790394829,1.2124585979183244,0.4250646698456845,0.29364485304244264,0.3580449271691386,0.29364485304244264,0.376499215155178,0
12,5,0.2,0,loguniform,11,fixed.1,0.1,True,0.6701150718411766,0.6513017790394829,1.2124585979183244,0.9561877153717482,0.6889131453823615,0.7546423439595703,0.6889131453823616,0.32773631869309766,0
12,5,0.2,0,loguniform,11,fixed.01,0.01,False,0.6701150718411766,0.04386120351166034,0.12124585979183243,0.0049820887154639615,0.0006992159317579207,0.0017978213315663627,0.0006992159317579516,0.0005854875553058062,0
12,5,0.2,0,loguniform,11,fixed.01,0.01,True,0.6701150718411766,0.04386120351166034,0.12124585979183243,0.11802380900718074,0.0975565839107225,0.10833927165254364,0.09755658391072247,0.07239313986098996,0
12,5,0.2,0,loguniform,11,size_scaled,0.004707082837572817,False,0.6701150718411766,0.016890869815661624,0.057071430575289454,0.0014537000270404554,4.648284353431263e-05,0.0001353178993761528,4.648284353431231e-05,4.410592336473451e-05,0
12,5,0.2,0,loguniform,11,size_scaled,0.004707082837572817,True,0.6701150718411766,0.016890869815661624,0.057071430575289454,0.055648060569212496,0.04620333606951864,0.05117989979235915,0.04620333606951865,0.036036265593943094,0
12,5,0.2,1,unit,11,fixed.1,0.1,False,0.0,1.2671095139494337,1.299292872452747,0.1098733384233963,0.02408434170176502,0.032587352644871004,0.02408434170176506,0.006526303130361806,0
12,5,0.2,1,unit,11,fixed.1,0.1,True,0.0,1.2671095139494337,1.299292872452747,1.2924498524981458,1.1724530306900036,1.2273415720291663,1.1724530306900036,0.20039689214850884,0
12,5,0.2,1,unit,11,fixed.01,0.01,False,0.0,0.12671095139494604,0.1299292872452747,0.01098612288668166,0.002407616538142409,0.003257744489506109,0.002407616538142532,0.0006449276740343365,0
12,5,0.2,1,unit,11,fixed.01,0.01,True,0.0,0.12671095139494604,0.1299292872452747,0.1292454394655449,0.11724612070103446,0.12273490030511813,0.1172461207010343,0.030902084715385154,0
12,5,0.2,1,unit,11,size_scaled,0.004707082837572817,False,0.0,0.05964389446436691,0.061158791809030125,0.005171259049136623,0.001133285048614803,0.0015334473175752095,0.0011332850486147812,0.00030336844320955997,0
12,5,0.2,1,unit,11,size_scaled,0.004707082837572817,True,0.0,0.05964389446436691,0.061158791809030125,0.06083689899428224,0.05518872025238292,0.057772334279743154,0.055188720252382896,0.0150297310445072,0
12,5,0.2,1,uniform,11,fixed.1,0.1,False,0.37192103737335125,0.31055608736569784,1.299292872452747,0.06838840652436229,0.004458361902395248,0.013415682904271753,0.004458361902395162,0.0014117556211877037,0
12,5,0.2,1,uniform,11,fixed.1,0.1,True,0.37192103737335125,0.31055608736569784,1.299292872452747,1.2917258472656459,1.1920790104893737,1.2395824400311748,1.1920790104893735,0.21598290136628864,0
