family,n,m,gap,tau,normalized,prediction,absolute_error,represented_only,weight_scale,scale,schedule,distance_max,distance_mae,mean_max,mean_mae,closeness_mae,invalid_closeness_nodes
triangle_copies,3000,,,3.7037037037037036e-11,False,,,True,1.0,fixed,n^-3,2.5672131087617345e-11,8.557377029205782e-12,1.283595452150621e-11,8.557303014337473e-12,3.803254008024244e-12,0
triangle_copies,3000,,,3.7037037037037036e-11,True,,,True,1.0,fixed,n^-3,2.5672131087617345e-11,1.7114754058411563e-11,2.5672131087617345e-11,1.7114680043543256e-11,1.2360631037230027e-11,0
triangle_copies,3000,,,1.1111111111111111e-07,False,,,True,0.0003333333333333333,shrinking,n^-2,7.701635339554553e-08,2.5672117798515175e-08,3.8508176697826975e-08,2.5672117798551317e-08,0.1026963804949143,0
triangle_copies,3000,,,1.1111111111111111e-07,True,,,True,0.0003333333333333333,shrinking,n^-2,7.701635339554553e-08,5.134423559703035e-08,7.701635339554553e-08,5.134423559699421e-08,0.33367625196115114,0
triangle_copies,3000,,,3.7037037037037036e-11,False,,,True,0.0003333333333333333,shrinking,n^-3,2.5672117751930623e-11,8.557372583976874e-12,1.283605893017542e-11,8.557372620116946e-12,3.4229491272223335e-05,0
triangle_copies,3000,,,3.7037037037037036e-11,True,,,True,0.0003333333333333333,shrinking,n^-3,2.5672117806140732e-11,1.7114745204093822e-11,2.5672117806140732e-11,1.7114745149883714e-11,0.00011124583670607535,0
triangle_copies,9000,,,1.234567901234568e-08,False,,,True,1.0,fixed,n^-2,8.557372588313683e-09,2.8524575294378942e-09,4.2786862941568415e-09,2.8524575294378942e-09,1.2677589348678946e-09,0
triangle_copies,9000,,,1.234567901234568e-08,True,,,True,1.0,fixed,n^-2,8.557372588313683e-09,5.7049150588757884e-09,8.557372588313683e-09,5.7049150588757884e-09,4.120216353283486e-09,0
triangle_copies,9000,,,1.3717421124828531e-12,False,,,True,1.0,fixed,n^-3,9.50794998288984e-13,3.170056809646364e-13,4.75397499144492e-13,3.169686735304822e-13,1.4092430925908653e-13,0
triangle_copies,9000,,,1.3717421124828531e-12,True,,,True,1.0,fixed,n^-3,9.50794998288984e-13,6.33863332192656e-13,9.50794998288984e-13,6.33863332192656e-13,4.577819604871062e-13,0
